,name,address
915,광주일곡점,광주광역시 북구  일곡택지로 55
916,광주운암점,광주광역시 북구 운암동 885-56번지
917,광주운남점,광주광역시 광산구  임방울대로 142-14
918,광주용봉점,"광주광역시 북구 서암대로 74-1, 103호"
919,광주오포점,경기도 광주시 오포읍 양벌리 562-8번지
920,광주양산점,광주광역시 북구  양산택지로 89
921,광주수완점,"광주광역시 광산구  장신로 62, 1층 104호"
922,광주송정점,경기도 광주시 송정동 110-8번지
923,광주송정도산점,광주광역시 광산구 남동길 48번길 53
924,광주상무점,광주광역시 서구  치평동 1168
925,광주봉선점,광주광역시 남구 봉선동 1011-6번지
926,광주백운점,"광주광역시 남구 백운로 29, 1층"
927,광주문흥점,"광주광역시 북구 천지인로 173번길 22, A-102(문흥동,광명상가)"
928,광주두암점,"광주광역시 북구  삼정로 71, 104호"
929,광주동천동림점,광주광역시 서구  동천로 10번길 12-2
930,광주금호점,광주광역시 서구  금부로번길 9
931,광주구시청점,광주광역시 동구  백서로 125번길 28-1
932,광장점,서울특별시 광진구  아차산로 70길 75 광장현대아파트
933,광양중마점,"전라남도 광양시  공영로 10,,상가동 102호(중동,금광1차아파트)"
934,광양광영점,전라남도 광양시  광영로 83
935,"광안2,4동점",부산광역시 수영구 광안동 168-7번지
936,"광명3,4동점",경기도 광명시 광명동 158-321
937,광교1호점,"경기도 용인시 수지구  광교중앙로 315, 광교티타워102호"
938,관교구월2호점,인천광역시 남동구  문화서로28번길 8
939,과천1호점,경기도 과천시 원문동 4번지 레미안슈르A상가 1011호
940,공주중동점,"충청남도 공주시  가구점길3, 1층"
941,공주신관점,"충청남도 공주시  흑수골길 48, 1층"
942,공릉2동점,"서울특별시 노원구  노원로 62, 101호"
943,"공릉1,3동점",서울특별시 노원구 공릉동 573-20
944,공도2호점,경기도 안성시 공도읍 만정리 814-1
945,곤지암점,경기도 광주시 곤지암읍 평촌길 60
946,곡성점,전라남도 곡성군 곡성읍 읍내리 250-8
947,곡반정점,경기도 수원시 권선구 곡반정동 563-7번지 101호
948,고흥읍점,전라남도 고흥군 고흥읍 봉황길 32-1
949,고흥녹동점,전라남도 고흥군 도양읍 녹동남촌1길 24-1
950,고한사북점,강원도 정선군 사북읍 중앙로 68번지
951,고척2동점,서울특별시 구로구  고척로 180
952,고창점,전라북도 고창군 고창읍 월곡공원1길 18
953,고양화정2동점,경기도 고양시 덕양구 성신로 10 101(화정동)
954,고양화정1동점,경기도 고양시 덕양구 화정동 923-11번지
955,고양성사점,경기도 고양시 덕양구  호국로 790번길 42-4
956,"고덕1,2동점",서울특별시 강동구  상일로 161
957,계룡점,충청남도 계룡시  금암로 155-11
958,경주황성금장점,경상북도 경주시  용담로116번길 7
959,경주보문점,"경상북도 경주시  보문로 402-31,106호"
960,경주동천용강점,경상북도 경주시  동천로 63
961,경산하양점,경상북도 경산시 하양읍 하양역길 18
962,경산진량점,경상북도 경산시 진량읍 낙산길 22-1
963,경산옥산정평점,경상북도 경산시  강변서로 51길 22
964,경북청송점,경상북도 청송군 청송읍 중앙로 236
965,경북청도점,경상북도 청도군 청도읍 고수리 152-27
966,경북의성점,경상북도 의성군 의성읍 중앙길 59
967,경북울진점,경상북도 울진군 울진읍 울진중앙로 186-4
968,경북영주점,경상북도 영주시 하망동 549-5번지
969,경북성주점,경상북도 성주군 성주읍 성주순환로162
970,경북석적점,경상북도 칠곡군 석적읍 석적로 954
971,경북상주점,경상북도 상주시  남성3길 31
972,경북봉화점,"경상북도 봉화군 봉화읍 신시장1길 4, 105호"
973,경북문경점,경상북도 문경시  반쟁이3길9
974,경복궁점,"서울특별시 종로구 사직로 사직로 114, 101호"
975,경남합천점,경상남도 합천군 합천읍 합천리 충효로 4길 10
976,경남함양점,경상남도 함양군  용평중앙길 25
977,경남하동점,경상남도 하동군 하동읍 경서대로 106
978,경남사천점,경상남도 사천시 사천읍 사주리 90-15
979,경남밀양점,경상남도 밀양시  밀양대로 1770-1 (삼문동)
980,경남남해점,경상남도 남해군 남해읍 화전로 78번길 11
981,경남고성점,경상남도 고성군 고성읍 중앙로 15번길 8
982,경기용문점,경기도 양평군 용문면 용문역길1-1
983,경기고양점,경기도 고양시 덕양구  읍내로 83-7
984,검암지구점,인천광역시 서구   승학로 587
985,거창점,"경상남도 거창군 거창읍 공수들7길 20, 1층"
986,거제중곡점,"경상남도 거제시  해명로4길 8, 엘리유리안2차 아파트 상가 106호"
987,거제장평점,경상남도 거제시  장평동 1198-2
988,거제장승포점,"경상남도 거제시  능포로4길 5, 107호"
989,거제옥포점,경상남도 거제시  옥포중앙로 87-1
990,거제연초점,경상남도 거제시  거제북로 48
991,거제아주점,경상남도 거제시  아주1로 112
992,거제상문점,경상남도 거제시 문동동 578-13번지
993,거제사등점,경상남도 거제시 거제면 두동로 44
994,거제고현점,경상남도 거제시  거제중앙로5길 28 -1
995,거여2동점,서울특별시 송파구 거여동 35번지 1층
996,거모점,경기도 시흥시 도일로 143(거모동)
997,개포4동점,"서울특별시 강남구  개포로 20길 32, 1층"
998,개포2동점,"서울특별시 강남구   선릉로12길 5, 102-나호"
999,개봉1동점,서울특별시 구로구  고척로21길 17-1
1000,"개금1,2동점",부산광역시 부산진구  엄광로 52-1
1001,강화점,인천광역시 강화군 강화읍 강화대로 199
1002,강저지구점,충청북도 제천시 영천동 2209
1003,강원횡성점,강원도 횡성군 횡성읍 북천리115-52
1004,강원장평점,"강원도 평창군 용평면 금송1길 49, 1층"
1005,강릉홍제내곡점,강원도 강릉시  남산초교길 12번길 16
1006,강릉포남점,강원도 강릉시  강릉대로 457번길 25
1007,강릉택지점,"강원도 강릉시   원대로 128번길, 107호"
1008,강릉유천점,"강원도 강릉시  선수촌로79-1, 101호(홍제동)"
1009,강릉성덕점,강원도 강릉시 입암동 498-12
1010,강남세곡점,"서울특별시 강남구  밤고개로 227, 지상1층 105호,106호"
1011,감정점,"경기도 김포시  북변1로 36, 106호"
1012,갈현2동점,서울특별시 은평구 갈현2동 506-33번지
1013,갈매점,"경기도 구리시 갈매순환로204 8-52, 101호 전면 왼쪽상가"
1014,갈말점,강원도 철원군 갈말읍 명성로139번길 13-22
1015,간성점,강원도 고성군 간성읍 간성로 67
1016,간석점,인천광역시  남동구   예술로 278
1017,가평점,경기도 가평군 가평읍 오리나무길 41-15
1018,가좌1호점,인천광역시 서구 가좌동 7번지
1019,가정점,"인천광역시 서구  염곡로498번안길 11-1, 1층 일부"
1020,가양점,서울특별시 강서구 가양동 1479-3번지 1층 104호
1021,가산점,서울특별시 금천구 가산동 151-25
1022,가락본동점,서울특별시 송파구  송파대로30길 41-34
1023,가곡수동점,경기도 남양주시 수동면 비룡로 716
1024,[폐]경북성주점, 
